Actor;Image;Title;Age
Brad Pitt;395;Rencontre avec Joe Black;35
Brad Pitt;407;Kalifornia;30
Brad Pitt;413;Kalifornia;30
Brad Pitt;414;Kalifornia;30
Brad Pitt;416;Kalifornia;30
Brad Pitt;423;Et au milieu coule une rivière;29
Brad Pitt;429;Et au milieu coule une rivière;29
Brad Pitt;430;Et au milieu coule une rivière;29
Brad Pitt;431;Inglourious Basterds;46
Brad Pitt;433;Cartel;50
Brad Pitt;435;World War Z;50
Brad Pitt;456;World War Z;50
Brad Pitt;462;Ocean's Eleven;38
Brad Pitt;470;Ocean's Twelve;41
Brad Pitt;476;Ocean's 13;44
Brad Pitt;478;Burn After Reading;45
Brad Pitt;495;Légendes d'automne;31
Brad Pitt;500;Snatch : Tu braques ou tu raques;37
Brad Pitt;502;The Tree of Life;48
Brad Pitt;513;Les fantasmes de Kathy;31
Brad Pitt;514;Les fantasmes de Kathy;31
Brad Pitt;527;Babel;43
Brad Pitt;529;Seven;32
Brad Pitt;530;Seven;32
Brad Pitt;549;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;559;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;567;Mr. & Mrs. Smith;42
Brad Pitt;571;Mr. & Mrs. Smith;42
Brad Pitt;576;Mr. & Mrs. Smith;42
Brad Pitt;586;Troie;41
Brad Pitt;587;Troie;41
Brad Pitt;590;Troie;41
Brad Pitt;593;Troie;41
Brad Pitt;606;Légendes d'automne;31
Brad Pitt;611;Ennemis rapprochés;34
Brad Pitt;616;Rencontre avec Joe Black;35
Brad Pitt;619;Inglourious Basterds;46
Brad Pitt;621;Inglourious Basterds;46
Brad Pitt;623;Inglourious Basterds;46
Brad Pitt;635;L'Étrange Histoire de Benjamin Button;45
Brad Pitt;640;L'Étrange Histoire de Benjamin Button;45
Brad Pitt;657;Babel;43
Brad Pitt;660;Mr. & Mrs. Smith;42
Brad Pitt;663;Mr. & Mrs. Smith;42
Brad Pitt;665;Mr. & Mrs. Smith;42
Brad Pitt;670;Ocean's Twelve;41
Brad Pitt;671;Ocean's Twelve;41
Brad Pitt;672;Ocean's Twelve;41
Brad Pitt;679;Fight Club;36
Brad Pitt;687;Légendes d'automne;31
Brad Pitt;695;Spy game - Jeu d'espions;38
Brad Pitt;696;Spy game - Jeu d'espions;38
Brad Pitt;701;Spy game - Jeu d'espions;38
Brad Pitt;712;Sleepers;33
Brad Pitt;742;Fight Club;36
Brad Pitt;759;Johnny Suede;28
Brad Pitt;760;Troie;41
Brad Pitt;771;Snatch : Tu braques ou tu raques;37
Brad Pitt;778;Wolfs;61
Brad Pitt;800;Bullet Train;59
Brad Pitt;804;La 93e cérémonie des Oscars;58
Brad Pitt;812;The Oscars;57
Brad Pitt;816;The Oscars;57
Brad Pitt;820;The Oscars;57
Brad Pitt;823;The Oscars;57
Brad Pitt;828;The Oscars;57
Brad Pitt;836;The 26th Annual Screen Actors Guild Awards;57
Brad Pitt;854;2020 Golden Globe Awards;57
Brad Pitt;859;2020 Golden Globe Awards;57
Brad Pitt;861;2020 Golden Globe Awards;57
Brad Pitt;865;2020 Golden Globe Awards;57
Brad Pitt;889;Once Upon a Time in... Hollywood;56
Brad Pitt;900;Once Upon a Time in... Hollywood;56
Brad Pitt;902;Sept ans au Tibet;34
Brad Pitt;908;L'Étrange Histoire de Benjamin Button;45
Brad Pitt;914;War Machine;54
Brad Pitt;917;The Lost City of Z;53
Brad Pitt;918;The Lost City of Z;53
Brad Pitt;923;The 74th Annual Golden Globe Awards;54
Brad Pitt;936;Alliés;53
Brad Pitt;937;Alliés;53
Brad Pitt;938;Alliés;53
Brad Pitt;939;Alliés;53
Brad Pitt;941;Alliés;53
Brad Pitt;948;Alliés;53
Brad Pitt;952;Alliés;53
Brad Pitt;959;Fight Club;36
Brad Pitt;989;Invincible;51
Brad Pitt;991;Invincible;51
Brad Pitt;994;Fury;51
Brad Pitt;999;Fury;51
Brad Pitt;1003;Fury;51
Brad Pitt;1014;Maléfique;51
Brad Pitt;1022;The Oscars;51
Brad Pitt;1035;The Oscars;51
Brad Pitt;1089;12 Years a Slave;50
Brad Pitt;1092;12 Years a Slave;50
Brad Pitt;1093;12 Years a Slave;50
Brad Pitt;1095;12 Years a Slave;50
Brad Pitt;1101;World War Z;50
Brad Pitt;1106;World War Z;50
Brad Pitt;1108;2013 MTV Movie Awards;50
Brad Pitt;1111;2013 MTV Movie Awards;50
Brad Pitt;1115;Cogan: Killing Them Softly;49
Brad Pitt;1120;Cogan: Killing Them Softly;49
Brad Pitt;1142;The 84th Annual Academy Awards;49
Brad Pitt;1217;Le stratège;48
Brad Pitt;1218;Le stratège;48
Brad Pitt;1234;Le stratège;48
Brad Pitt;1237;The Tree of Life;48
Brad Pitt;1242;Kung Fu Panda 2;48
Brad Pitt;1244;Kung Fu Panda 2;48
Brad Pitt;1245;The Tree of Life;48
Brad Pitt;1250;at an event for The Tree of Life;48
Brad Pitt;1253;The Tree of Life;48
Brad Pitt;1254;The Tree of Life;48
Brad Pitt;1272;The Tourist;47
Brad Pitt;1273;The Tourist;47
Brad Pitt;1274;The Tourist;47
Brad Pitt;1275;The Tourist;47
Brad Pitt;1277;The Tourist;47
Brad Pitt;1278;The Tourist;47
Brad Pitt;1280;Megamind;47
Brad Pitt;1285;Megamind;47
Brad Pitt;1287;Megamind;47
Brad Pitt;1290;Megamind;47
Brad Pitt;1291;Megamind;47
Brad Pitt;1292;Megamind;47
Brad Pitt;1294;Salt;47
Brad Pitt;1295;Salt;47
Brad Pitt;1305;Salt;47
Brad Pitt;1332;Hors du temps;46
Brad Pitt;1335;Hors du temps;46
Brad Pitt;1337;Inglourious Basterds;46
Brad Pitt;1339;Inglourious Basterds;46
Brad Pitt;1345;Inglourious Basterds;46
Brad Pitt;1346;Inglourious Basterds;46
Brad Pitt;1347;Inglourious Basterds;46
Brad Pitt;1348;Inglourious Basterds;46
Brad Pitt;1358;Inglourious Basterds;46
Brad Pitt;1361;Inglourious Basterds;46
Brad Pitt;1365;Inglourious Basterds;46
Brad Pitt;1433;L'Étrange Histoire de Benjamin Button;45
Brad Pitt;1434;L'Étrange Histoire de Benjamin Button;45
Brad Pitt;1437;L'échange;45
Brad Pitt;1443;Burn After Reading;45
Brad Pitt;1444;Burn After Reading;45
Brad Pitt;1448;Burn After Reading;45
Brad Pitt;1450;Burn After Reading;45
Brad Pitt;1456;Burn After Reading;45
Brad Pitt;1457;Burn After Reading;45
Brad Pitt;1459;Burn After Reading;45
Brad Pitt;1484;14th Annual Screen Actors Guild Awards;45
Brad Pitt;1486;14th Annual Screen Actors Guild Awards;45
Brad Pitt;1503;La légende de Beowulf;44
Brad Pitt;1514;Burn After Reading;45
Brad Pitt;1515;Burn After Reading;45
Brad Pitt;1516;Burn After Reading;45
Brad Pitt;1523;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1527;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1530;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1533;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1538;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1540;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1541;L'Assassinat de Jesse James par le lâche Robert Ford;44
Brad Pitt;1558;Un coeur invaincu;44
Brad Pitt;1560;Un coeur invaincu;44
Brad Pitt;1561;Un coeur invaincu;44
Brad Pitt;1567;Ocean's 13;44
Brad Pitt;1576;Ocean's 13;44
Brad Pitt;1585;Un coeur invaincu;44
Brad Pitt;1587;Un coeur invaincu;44
Brad Pitt;1588;Un coeur invaincu;44
Brad Pitt;1603;Les Enfants de l'Exil;43
Brad Pitt;1604;Les Enfants de l'Exil;43
Brad Pitt;1626;Raisons d'état;43
Brad Pitt;1627;Raisons d'état;43
Brad Pitt;1628;Raisons d'état;43
Brad Pitt;1634;Babel;43
Brad Pitt;1635;Babel;43
Brad Pitt;1650;Babel;43
Brad Pitt;1652;Babel;43
Brad Pitt;1653;Babel;43
Brad Pitt;1656;Mr. & Mrs. Smith;42
Brad Pitt;1660;Mr. & Mrs. Smith;42
Brad Pitt;1667;Ocean's Twelve;41
Brad Pitt;1674;Troie;41
Brad Pitt;1694;Monsieur Schmidt;39
Brad Pitt;1700;Solaris;39
Brad Pitt;1701;Solaris;39
Brad Pitt;1706;Panic Room;39
Brad Pitt;1707;Panic Room;39
Brad Pitt;1719;Rock Star;38
Brad Pitt;1720;Rock Star;38
Brad Pitt;1723;Le Mexicain;38
Brad Pitt;1742;Erin Brockovich, seule contre tous;37
Brad Pitt;1750;Erin Brockovich, seule contre tous;37
Brad Pitt;1751;Erin Brockovich, seule contre tous;37
Brad Pitt;1754;Erin Brockovich, seule contre tous;37
Brad Pitt;1765;Fight Club;36
Brad Pitt;1781;Rencontre avec Joe Black;35
Brad Pitt;1782;Rencontre avec Joe Black;35
Brad Pitt;1787;Rencontre avec Joe Black;35
Brad Pitt;1811;Sept ans au Tibet;34
Brad Pitt;1895;Seven;32
Brad Pitt;1896;Ad Astra;56
Brad Pitt;1900;Ad Astra;56
Brad Pitt;1901;Ad Astra;56
Brad Pitt;1907;Ad Astra;56
Brad Pitt;1909;Ad Astra;56
Brad Pitt;1910;Ad Astra;56
Brad Pitt;1962;Le Mexicain;38
Brad Pitt;1991;The Dark Side of the Sun;25
Brad Pitt;2022;Inglourious Basterds;46
Brad Pitt;2023;Inglourious Basterds;46
Brad Pitt;2024;Mr. & Mrs. Smith;42
Brad Pitt;2069;Trop jeune pour mourir;27
Brad Pitt;2071;Sept ans au Tibet;34
Brad Pitt;2164;Sept ans au Tibet;34
Brad Pitt;2182;Sept ans au Tibet;34
Brad Pitt;2184;Spy game - Jeu d'espions;38
Brad Pitt;2193;Sept ans au Tibet;34
Brad Pitt;2197;Sept ans au Tibet;34
Brad Pitt;2214;Horizons lointains;29
Brad Pitt;2218;Sept ans au Tibet;34
Brad Pitt;2220;Sept ans au Tibet;34
Brad Pitt;2249;Mr. & Mrs. Smith;42
Brad Pitt;2258;Mr. & Mrs. Smith;42
